"CASE"	"SERIAL"	"REF"	"QUESTNNR"	"MODE"	"STARTED"	"UR01_CP"	"UR01"	"UR02_CP"	"UR02x01"	"UR02x02"	"UR02x03"	"UR02x04"	"UR02x05"	"UR02x06"	"UR02x07"	"UR02x08"	"UR02x09"	"UR02x10"	"UR02x11"	"UR02x12"	"UR02x13"	"UR02x14"	"UR02x15"	"UR02x16"	"UR02x17"	"UR02x18"	"UR02x19"	"UR02x20"	"UR02x21"	"UR02x22"	"UR02x23"	"UR02x24"	"UR02x25"	"UR02x26"	"UR02x27"	"UR02x28"	"UR02x29"	"UR02x30"	"UR02x31"	"UR02x32"	"UR02x33"	"UR02x34"	"UR02x35"	"UR02x36"	"UR02x37"	"UR02x38"	"UR02x39"	"UR02x40"	"UR02x41"	"UR02x42"	"UR02x43"	"UR02x44"	"UR02x45"	"UR02x46"	"UR02x47"	"UR02x48"	"UR02x49"	"UR02x50"	"UR02x51"	"UR02x52"	"UR02x53"	"UR02x54"	"UR02x55"	"UR02x56"	"UR02x57"	"UR02x58"	"UR02x59"	"UR02x60"	"UR02x61"	"UR02x62"	"UR02x63"	"UR02x64"	"UR02x65"	"UR02x66"	"UR02x67"	"UR02x68"	"UR02x69"	"UR02x70"	"UR02x71"	"UR02x72"	"UR02x73"	"UR02x74"	"UR02x75"	"UR02x76"	"UR02x77"	"UR02x78"	"UR02x79"	"UR02x80"	"UR02x81"	"UR02x82"	"UR02x83"	"UR02x84"	"TR01_01"	"TR01_01a"	"TR01_02"	"TR01_02a"	"TR01_03"	"TR01_03a"	"TR01_04"	"TR01_04a"	"TR01_05"	"TR01_05a"	"TR01_06"	"TR01_06a"	"TR01_07"	"TR01_07a"	"TR01_08"	"TR01_08a"	"TR01_09"	"TR01_09a"	"TR01_10"	"TR01_10a"	"TR01_11"	"TR01_11a"	"TR01_12"	"TR01_12a"	"TR01_13"	"TR01_13a"	"TR01_14"	"TR01_14a"	"TR01_15"	"TR01_15a"	"TR01_16"	"TR01_16a"	"TR02_01"	"TR02_01a"	"TR02_02"	"TR02_02a"	"TR02_03"	"TR02_03a"	"TR02_04"	"TR02_04a"	"TR02_05"	"TR02_05a"	"TR02_06"	"TR02_06a"	"TR02_07"	"TR02_07a"	"TR02_08"	"TR02_08a"	"TR02_09"	"TR02_09a"	"TR02_10"	"TR02_10a"	"TR02_11"	"TR02_11a"	"TR02_12"	"TR02_12a"	"TR02_13"	"TR02_13a"	"TR02_14"	"TR02_14a"	"TR02_15"	"TR02_15a"	"TR02_16"	"TR02_16a"	"TR02_17"	"TR02_17a"	"TR02_18"	"TR02_18a"	"TR02_19"	"TR02_19a"	"TR02_20"	"TR02_20a"	"TR02_21"	"TR02_21a"	"TR02_22"	"TR02_22a"	"TR02_23"	"TR02_23a"	"TR02_24"	"TR02_24a"	"TR02_25"	"TR02_25a"	"TR02_26"	"TR02_26a"	"TR02_27"	"TR02_27a"	"TR02_28"	"TR02_28a"	"TR02_29"	"TR02_29a"	"TR02_30"	"TR02_30a"	"TR02_31"	"TR02_31a"	"TR02_32"	"TR02_32a"	"TR02_33"	"TR02_33a"	"TR02_34"	"TR02_34a"	"TR02_35"	"TR02_35a"	"TR02_36"	"TR02_36a"	"TR02_37"	"TR02_37a"	"TR02_38"	"TR02_38a"	"TR02_39"	"TR02_39a"	"TR02_40"	"TR02_40a"	"TR02_41"	"TR02_41a"	"TR02_42"	"TR02_42a"	"TR02_43"	"TR02_43a"	"TR02_44"	"TR02_44a"	"TR02_45"	"TR02_45a"	"TR02_46"	"TR02_46a"	"TR02_47"	"TR02_47a"	"TR02_48"	"TR02_48a"	"TR02_49"	"TR02_49a"	"TR02_50"	"TR02_50a"	"TR02_51"	"TR02_51a"	"TR02_52"	"TR02_52a"	"TR02_53"	"TR02_53a"	"TR02_54"	"TR02_54a"	"TR02_55"	"TR02_55a"	"TR02_56"	"TR02_56a"	"TR02_57"	"TR02_57a"	"TR02_58"	"TR02_58a"	"TR02_59"	"TR02_59a"	"TR02_60"	"TR02_60a"	"TR02_61"	"TR02_61a"	"TR02_62"	"TR02_62a"	"TR02_63"	"TR02_63a"	"TR02_64"	"TR02_64a"	"TR02_65"	"TR02_65a"	"TR02_66"	"TR02_66a"	"TR02_67"	"TR02_67a"	"TR02_68"	"TR02_68a"	"TR02_69"	"TR02_69a"	"TR02_70"	"TR02_70a"	"TR02_71"	"TR02_71a"	"TR02_72"	"TR02_72a"	"TR02_73"	"TR02_73a"	"TR02_74"	"TR02_74a"	"TR02_75"	"TR02_75a"	"TR02_76"	"TR02_76a"	"TR02_77"	"TR02_77a"	"TR02_78"	"TR02_78a"	"TR02_79"	"TR02_79a"	"TR02_80"	"TR02_80a"	"TR02_81"	"TR02_81a"	"TR02_82"	"TR02_82a"	"TR02_83"	"TR02_83a"	"TR02_84"	"TR02_84a"	"IV01_RV1"	"IV01_REF"	"IV02_01"	"IV02_02"	"DM03"	"DM04"	"DM05"	"DM06"	"DM07"	"DM10_01"	"DM11"	"DM11_01"	"DV01_01"	"DV02_01"	"DV03_01"	"DV03_02"	"DV04_01"	"DV04_02"	"DV05_01"	"DV05_02"	"DV06_01"	"DV06_02"	"TIME001"	"TIME002"	"TIME003"	"TIME004"	"TIME005"	"TIME006"	"TIME007"	"TIME008"	"TIME009"	"TIME010"	"TIME011"	"TIME012"	"TIME013"	"TIME014"	"TIME015"	"TIME016"	"TIME017"	"TIME_SUM"	"MAILSENT"	"LASTDATA"	"FINISHED"	"Q_VIEWER"	"LASTPAGE"	"MAXPAGE"	"MISSING"	"MISSREL"	"TIME_RSI"	"DEG_TIME"
192			"base"	"interview"	2021-04-23 14:58:26	16	3	1365	4	2	3	3	4	4	2	2	3	1	1	3	3	3	2	2	3	4	3	2	2	1	1	3	1	2	4	1	3	4	2	3	4	2	3	1	3	3	1	1	4	4	1	4	3	3	1	2	4	1	2	1	4	2	3	1	1	4	1	3	3	1	3	1	3	1	2	4	3	4	3	4	2	3	2	3	3	1	3	2	3	3	1	4	1	4761	1	4581	1	4165	1	2781	1	3070	1	2932	1	2948	1	2793	1	2652	1	2748	1	2631	1	2589	1	2545	1	2754	1	2691	1	2806	2	2823	2	2418	2	2231	2	2104	2	2032	2	2137	1	9908	1	1966	1	2013	1	2044	1	1925	1	2652	2	2084	2	1933	2	1965	2	1843	2	1860	2	1774	2	1757	2	1926	2	1837	2	2113	2	1838	2	1923	2	1876	1	1816	1	1918	1	2051	1	1879	1	1943	1	1834	1	1863	2	1841	2	1760	2	1857	2	1886	2	1848	2	1995	2	1880	2	1863	2	2019	2	1874	2	1971	1	1864	1	1834	1	2031	1	1728	1	1881	1	1875	1	1922	1	1749	1	1872	1	1841	1	1707	2	1980	2	1692	2	1664	2	1671	2	1739	2	1759	2	1669	2	2087	1	1648	1	1860	1	1698	1	1783	1	1761	1	2220	1	1810	1	1871	1	1899	1	1651	1	1881	1	1738	1	1791	1	1925	2	1665	1	1918	1	1802	1	1906	2	1696	2	2457	2	1961	2	1997	"5ee1323a2ef80a505743550d"	"-"	"Forced2Forced2Forced2Forced1Forced3Forced2Forced2Forced2Forced2Forced4Forced2Forced2Forced1Forced4Forced4Forced1ForcedFeedback"	"-500"	2	3	1	2	2		1	T	33	33	21	54	11	11	31	11	60	58	36	21	34	10	9	36	4	10	2	23	44	31	225	6	39	27	8	565		2021-04-23 15:07:51	T	F	17	17	1	0	1.19	17
193			"base"	"interview"	2021-04-23 14:58:28	24	1	1966	4	1	4	4	2	4	3	4	4	2	4	1	1	4	4	3	3	2	4	4	3	1	2	1	3	4	4	4	1	1	4	2	4	3	4	2	4	2	4	1	3	4	2	4	3	2	2	3	2	2	3	2	1	2	2	3	4	1	1	3	1	4	2	1	1	1	3	4	2	1	1	1	4	3	2	2	3	1	1	1	1	4	2	3	1	5521	1	6690	1	6165	1	5022	1	3889	1	3400	1	4173	1	6518	1	4187	1	7346	1	4223	1	5447	1	4432	1	4298	1	3197	1	3473	2	4044	2	8196	1	3358	1	4006	2	4780	1	2613	1	3022	1	2506	2	2564	2	6002	1	2721	1	2094	2	2182	2	2536	1	3131	2	2761	1	2434	2	1867	2	1913	2	1980	2	2327	1	2200	1	2195	1	2156	1	2799	2	2886	2	1976	2	2544	2	2692	1	1843	2	2189	2	2055	2	2721	2	1947	2	2323	1	2260	2	1845	2	1897	1	3408	2	2035	1	1870	2	1846	2	2134	2	1936	2	2029	2	1868	2	1861	1	1869	2	1734	2	2204	2	2678	1	1727	1	2531	1	1871	2	1890	2	3458	2	1861	2	2431	1	2239	2	2142	1	2157	1	2084	1	2120	2	1940	1	2245	1	2306	2	1827	2	1824	2	1951	2	24343	1	2717	1	1966	1	1904	2	2429	1	2434	2	1934	2	1894	2	1897	2	2131	2	1873	1	2027	2	1969	2	2196	1	2572	"6046fd9e17b0fd17e02e80f2"	"-"	"Forced2Forced1Forced4Forced2Forced2Forced4Forced2Forced2Forced3Forced2Forced1Forced2Forced4Forced2Forced2Forced1ForcedFeedback"	"-320"	2	6	1	2	4		1	T	17	39	66	56	86	51	76	76	81	54	48	133	51	7	17	51	5	17	4	20	47	28	286	16	22	10	13	655		2021-04-23 15:11:24	T	F	17	17	1	0	0.95	8
194			"base"	"interview"	2021-04-23 14:58:28	17	1	1416	1	4	2	3	1	1	1	3	2	4	4	4	2	2	1	4	1	2	4	3	3	1	2	2	2	4	4	1	2	3	4	2	1	3	2	4	3	2	2	4	3	4	1	1	1	3	2	4	1	1	2	2	3	2	2	3	1	2	2	1	2	1	2	3	3	3	2	1	4	3	4	3	3	4	4	4	1	1	4	2	3	2	4	4	1	6961	1	5032	1	4537	1	4564	1	3127	1	5085	1	3742	1	3681	1	3370	1	3770	1	3716	1	8914	1	4316	1	3635	1	3841	1	2740																																																																																																																																																																									"5ea97c4cbd6e6c07b00065e1"	"-"	"Forced4Forced1Forced1Forced2Forced2Forced2Forced2Forced3Forced2Forced2Forced2Forced4Forced2Forced4Forced1Forced2ForcedFeedback"		2						1	T	34										34	23	32	5	15	42	5	23	6	26								211		2021-04-23 15:01:59	F	F	10	10	0	0	1.03	11
195			"base"	"interview"	2021-04-23 14:58:29	18	4	1463	1	4	3	4	2	4	2	4	1	2	3	4	3	3	1	3	4	3	1	4	1	3	3	2	4	3	1	4	1	4	1	2	1	2	1	3	4	4	3	1	4	1	2	4	4	4	4	1	4	1	4	3	1	3	1	4	2	3	3	1	2	3	2	3	3	4	1	1	3	1	4	1	3	1	2	2	1	1	3	4	4	2	4	4	1	24868	1	32701	1	5449	1	7722	1	3961	1	5270	1	2847	1	2585	1	2535	1	2401	1	2690	1	4927	1	2894	1	2848	1	2763	1	2740	1	8449	2	3550	2	2940	1	5348	2	2760	2	3744	1	6405	2	2970	2	2726	1	2137	2	4222	1	2745	1	2147	2	2938	2	3043	1	4184	2	1937	2	2096	2	2023	2	1932	2	2368	2	1990	1	2065	2	1963	2	2429	2	3106	2	1999	2	2565	2	2107	2	2100	1	2269	2	1943	2	2386	2	3027	2	1999	1	1824	1	1960	1	2108	1	1924	1	1912	1	2089	1	2093	1	1941	1	1961	1	2071	1	2075	1	1952	1	1990	1	1999	1	2208	1	1993	1	2223	1	1937	1	2051	1	2095	1	2313	1	2208	1	2253	1	2005	1	2206	1	2124	2	2345	1	1916	2	2159	1	2197	1	1961	1	2041	1	1909	1	2247	1	2538	1	1981	1	2178	1	2022	1	1836	1	1974	1	2027	1	1929	1	2284	2	2762	1	2050	1	1985	1	2073	1	3260	2	2899	"6030e71dc32cfef87831132d"	"-"	"Forced3Forced4Forced4Forced4Forced1Forced4Forced3Forced4Forced3Forced4Forced4Forced2Forced4Forced2Forced4Forced2ForcedFeedback"	"-320"	2	3	2	2	3		1	T	84	14	19	16	11	21	51	31	62	60	51	9	55	10	5	13	32	69	3	27	33	50	266	7	47	30	7	714		2021-04-23 15:10:24	T	F	17	17	1	0	1	12
196			"base"	"interview"	2021-04-23 14:58:29	19	3	1549	3	3	3	1	3	3	4	3	1	1	2	3	3	1	4	4	3	2	3	1	4	3	2	2	1	1	2	4	3	1	3	3	1	1	1	4	2	1	3	1	4	2	3	4	4	2	3	3	1	3	4	4	2	4	1	2	3	1	3	1	2	4	2	2	3	4	1	1	2	2	1	3	1	2	2	4	4	1	2	4	2	3	2	2	1	6663	1	6268	1	5223	1	3935	1	3202	1	9656	1	2794	1	3020	1	2976	1	3682	1	3911	1	7003	1	2620	1	3276	1	2763	1	3354	1	5485	1	3941	1	3736	2	2047	2	1959	1	2119	1	2567	1	2173	1	2717	2	2127	1	2491	1	2323	1	2562	2	2086	2	2171	2	1987	1	2866	2	2103	1	1949	2	1966	2	1834	2	2042	1	2085	1	1831	1	1910	2	2014	2	1862	2	1880	1	2280	1	1983	1	2023	1	1976	2	1889	2	1829	2	1807	2	2245	2	1883	2	2097																																																																																													"5c9cbbada071ec00199a7e56"	"-"	"Forced1Forced2Forced3Forced4Forced2Forced2Forced2Forced2Forced2Forced2Forced4Forced4Forced2Forced1Forced1Forced2ForcedFeedback"		2						1	T	1		71	36			31	33			39	33	51	9	15	44	6	16	4	14	32	16	111					390		2021-04-23 15:05:00	F	F	13	13	0	0	1.15	15
197			"base"	"interview"	2021-04-23 14:58:30	22	1	1836	1	2	4	3	3	4	2	3	1	4	1	4	3	3	2	3	4	2	3	2	4	4	2	3	2	3	1	4	3	2	4	4	2	4	1	2	3	1	1	4	4	2	2	1	3	4	1	4	2	3	4	3	3	1	4	1	4	3	3	3	4	2	1	1	2	3	4	3	1	1	2	2	1	3	2	1	2	4	4	2	2	1	1	3	1	9195	1	5335	1	5709	1	3773	1	4047	1	2779	1	2944	1	2691	1	2759	1	2812	1	5024	1	2785	1	3633	1	2922	1	2752	1	2516	1	5048	1	6663	2	5569	1	2911	2	7254	1	3266	1	2575	1	4802	2	2528	2	2927	1	8626	2	5585	1	4166	2	2702	2	1959	1	2238	1	2929	2	2288	1	2467	1	2160	1	2376	1	2073	2	2026	2	2313	2	1940	1	2050	1	2172	2	2396	1	3057	1	2367	2	2177	2	2540	2	2402	1	1911	2	1936	1	1912	2	2024	1	2182	2	1909	2	1957	2	2567	1	3915	2	2301	1	3104	1	2291	2	2078	2	1987	1	3466	1	2919	2	2719	1	1948	1	2144	1	2033	2	1919	1	2216	2	2576	1	3306	2	2039	2	1938	2	2059	2	2720	2	2359	1	2122	1	2036	1	2325	2	2025	1	2002	1	1907	2	2418	1	1975	1	2157	1	2106	2	1942	2	2190	2	1688	2	1995	1	2142	1	2139	1	2037	1	2021	1	1998	1	2161	2	2109	1	2326	"604f326c8c0eb585afff638c"	"-"	"Forced4Forced1Forced2Forced4Forced3Forced4Forced2Forced2Forced2Forced2Forced1Forced2Forced2Forced1Forced2Forced2ForcedFeedback"	"-400"	2	5	1	2	2	"604f326c8c0eb585afff638c"	1	T	22	101	66	20	24	81	34	40	75	80	97	4	54	14	15	37	5	18	3	19	37	42	296	7	42	31	16	737		2021-04-23 15:10:47	T	F	17	17	0	0	1.02	13
198			"base"	"interview"	2021-04-23 14:58:30	20	3	1650	2	1	4	3	3	3	3	3	1	1	3	3	2	4	3	4	4	4	1	1	1	2	4	2	2	2	3	1	3	4	1	4	4	1	4	4	3	4	4	2	1	2	4	1	2	2	2	3	3	1	2	3	4	4	2	1	4	1	1	2	2	1	1	4	4	4	1	3	1	4	3	1	2	2	2	1	3	4	2	4	3	4	4	2	1	9067	1	7292	1	5402	1	4755	1	7477	1	4228	1	3891	1	4542	1	4217	1	4029	1	4637	1	3462	1	6848	1	3912	1	3289	1	3249	2	5319	2	6208	2	4751	1	4055	2	4040	1	4063	1	2560	1	3067	2	3897	2	2614	2	3041	2	2610	1	3434	1	2389	1	2682	1	2676	1	3067	1	3254	1	3121	1	3260	1	2621	1	2638	1	2786	2	3962	1	3112	1	2718	1	2877	1	3234	1	2595	1	2580	1	2555	2	3752	2	2902	2	3044	1	3237	1	2979	2	4013	1	2938	1	2947	1	2606	1	2588	2	3204	1	2559	1	2520	1	3092	1	2428	1	2215	1	2556	2	3089	2	2579	2	2482	2	2411	1	2672	1	2333	1	2549	2	3387	1	2513	1	2500	1	2318	1	2433	1	2228	1	2295	1	2163	2	3139	2	2539	2	2636	2	2710	1	2578	2	2506	2	2532	2	2556	2	2331	2	2261	1	2645	1	2482	1	2465	1	2452	1	2515	1	2723	1	2821	1	2704	2	3572	1	3395	1	6648	"5eb94afe7fbf4b01cfdf5fef"	"-"	"Forced2Forced4Forced2Forced1Forced3Forced1Forced4Forced2Forced4Forced2Forced2Forced1Forced2Forced2Forced2Forced2ForcedFeedback"	"-340"	2	43	2	2	4		1	T	50	53	51	51	51	51	6	6	4	4	46	36	45	8	14	50	8	18	5	24	57	25	306	11	39	25	9	726		2021-04-23 15:10:36	T	F	17	17	1	0	0.85	4
199			"base"	"interview"	2021-04-23 14:58:33	15	1	1287	2	2	4	2	2	4	4	1	2	2	3	2	1	4	3	3	1	4	2	2	4	3	1	3	4	1	1	2	3	4	3	2	4	3	3	4	4	3	3	1	1	2	1	2	2	4	3	3	2	2	1	1	3	1	1	3	4	4	4	3	1	3	1	2	2	4	1	3	2	1	3	4	2	1	1	4	2	3	2	4	3	4	1	1	1	5600	1	8400	1	4300	1	7100	1	5200	1	7200	1	5700	1	5600	1	3600	1	6100	1	5300	1	4700	1	2700	1	2900	1	2500	1	2500	2	2700	2	2900	1	2000	1	2300	2	2300	1	2000	1	2200	1	2200	2	2200	1	1800	1	1900	2	2000	2	2000	1	2000	1	1900	1	2000	1	1900	1	1700	2	3200	2	1800	2	1800	1	2100	2	2100	2	1900	2	2000	2	1900	2	2000	2	1600	1	1900	1	1800	1	2100	2	1900	1	1700	2	2400	1	1800	1	1800	1	1900	1	1900	2	2000	2	2000	1	1800	1	1700	1	1700	1	1800	1	1800	2	1800	2	1800	2	1800	1	1700	2	1700	2	1800	1	1700	2	1900	1	2000	2	2100	2	1800	2	1900	2	1900	2	1800	2	1900	1	2100	1	1900	1	1800	2	1800	1	1700	2	1700	2	1900	1	2500	2	1900	1	1900	2	1600	1	1700	1	1800	2	2500	2	1900	1	2000	1	2000	2	1800	1	2400	2	1900	2	1800	2	1800	2	1800	1	2600	"5c49fa8fe9c02d00019eb80f"	"-"	"Forced4Forced2Forced2Forced2Forced2Forced3Forced1Forced1Forced4Forced4Forced1Forced2Forced2Forced2Forced2Forced2ForcedFeedback"	"-440"	2	2	1	2	2		1	T	25	58	65	21	81	91	71	21	101	101	23	15	17	6	19	46	8	17	3	14	33	19	226	11	31	9	30	527		2021-04-23 15:07:22	T	F	17	17	1	0	1.15	13
201			"base"	"interview"	2021-04-23 14:58:34	14	4	1143	1	2	2	4	3	2	3	4	1	2	2	3	3	1	3	2	3	1	3	3	1	2	2	4	4	3	2	1	4	1	3	1	1	4	2	1	2	4	1	4	1	3	4	1	4	3	3	4	2	2	4	2	4	3	4	2	3	1	1	4	1	1	1	1	3	1	2	2	4	2	4	2	3	1	4	2	3	4	2	1	4	1	4	2	1	4119	1	4297	1	4450	1	2559	1	3183	1	2621	1	2740	1	2656	1	2792	1	2434	1	6292	1	2777	1	3448	1	11069	1	4039	1	2712	1	4376	2	6507	2	3782	2	2576	1	5997	2	2374	1	2308	2	2065	2	2074	2	1997	1	2228	2	1942	2	1840	2	2188	2	1864	2	2131	1	2091	2	1859	2	3598	2	1872	2	2062	1	1867	2	2070	1	1685	1	2260	2	2285	2	2342	1	1905	2	3706	2	1877	1	7742	2	2252	2	2152	2	1991	2	13593	1	2287	2	1873	2	2471	2	2044	1	2485	2	2135	2	4114	2	1952	2	2147	2	2117	2	2113	2	2319	2	2444	1	2142	2	2034	1	2007	2	2855	2	21660	2	2279	2	1945	2	2374	2	2152	2	2066	1	2900	2	2293	1	2103	1	23123	2	2016	1	2183	2	1920	2	1911	1	2108	1	2855	2	3000	2	2264	1	2627	1	2020	1	2017	1	2254	2	1852	2	2278	1	2204	2	3037	2	2813	1	2760	2	3648	2	2325	2	4116	1	2193	"5fc979dfd991a94ab6c12fdf"	"-"	"Forced2Forced1Forced3Forced4Forced4Forced3Forced4Forced4Forced4Forced4Forced2Forced4Forced2Forced4Forced4Forced3ForcedFeedback"	"-420"	2	2	1	2	4		1	T	1	53	87	83	57	69	4	15	1	4	18	3	1	4	5	16	11	40	2	23	13	2	316	9	7	11	3	484		2021-04-23 15:06:39	T	F	17	17	1	0	1.94	103
202			"base"	"interview"	2021-04-23 14:58:37	15	4	1226	2	4	3	2	3	3	4	3	4	2	4	1	4	4	2	1	4	1	3	3	2	2	2	2	4	2	3	2	2	4	4	1	4	2	3	4	1	2	4	2	3	1	1	4	3	4	3	4	2	4	2	4	3	2	2	3	2	4	4	3	1	4	4	3	1	1	2	3	1	2	4	2	4	4	4	2	1	1	2	1	1	1	1	4	1	3688	1	3752	1	3759	1	3844	1	3139	1	2617	1	3661	1	2481	1	3022	1	3392	1	2495	1	2430	1	2599	1	2456	1	2502	1	2815	2	5000	1	10005	2	6066	2	2131	1	1857	2	1856	2	2207	2	2735	1	2132	1	2226	2	2049	2	2325	1	1938	2	1836	1	1891	2	1982	1	1898	2	1922	1	1864	2	1871	1	1842	1	2139	2	1861	2	1865	1	1750	1	2455	2	1868	2	2302	1	1964	2	1695	2	1811	1	2131	2	1821	2	1871	2	1917	2	1824	2	2020	2	1696	2	1635	2	1653	2	1737	2	1758	2	2062	2	2076	2	67408	2	2254	2	2002	2	23976	2	5475	2	2008	2	5265	2	1675	2	1749	2	2305	2	4167	2	1987	2	4685	2	5335	2	3200	2	5384	2	1874	2	2033	2	1972	2	2130	2	1956	2	2048	2	1813	2	2067	2	2025	2	1852	2	1809	2	1731	2	1844	2	1834	2	1746	2	4494	2	3277	2	3652	2	2701	2	11211	2	2205	2	2033	2	1824	2	2364	"5fbd2720b3e9d40526636a17"	"-"	"Forced4Forced3Forced4Forced3Forced1Forced3Forced2Forced4Forced2Forced4Forced4Forced4Forced2Forced4Forced4Forced4ForcedFeedback"	"-300"	2	2	1	2	3		1	T	101	101	36	83	33	63	9	101	39	59	24	3	4	4	4	11	11	32	1	10	21	20	356	15	16	14	3	549		2021-04-23 15:07:48	T	F	17	17	1	0	1.84	67
203			"base"	"interview"	2021-04-23 14:58:41	17	4	1441	3	2	2	4	2	2	4	1	3	2	4	2	4	3	1	4	2	3	3	1	1	4	4	4	2	3	3	1	2	2	2	1	3	3	4	4	3	2	4	3	2	1	1	3	3	4	4	3	4	1	1	3	4	3	1	3	2	4	2	3	4	1	3	3	2	3	1	3	2	1	1	2	2	2	4	3	1	3	2	4	4	4	1	2	1	5663	1	4204	1	3302	1	4702	1	3147	1	4103	1	3047	1	4944	1	3030	1	2725	1	2644	1	4537	1	2432	1	2529	1	3524	1	2532	1	3578	1	4099	2	2349	2	1917	2	2908	1	2342	1	2541	2	3794	2	2332	1	1957	1	1941	1	4044	2	3822	2	2818	2	4536	2	2522	2	4104	1	2488	1	1850	1	1784	1	2119	1	3102	2	1837	2	2646	2	3282	2	4379	2	1891	2	2004	2	1788	1	1965	1	2012	1	2057	2	1780	1	2089	1	2551	1	3028	1	2253	1	4004	2	1776	2	7123	2	3618	1	2157	2	2013	1	1889	1	2127	1	1846	1	1853	1	1861	2	2148	1	2202	1	1925	1	2095	2	1938	1	15115	2	2164	2	1842	2	2443	1	2466	1	4605	2	1815	2	1886	2	1963	2	1957	2	1815	2	1866	2	1808	2	1830	1	2005	2	1981	2	1830	1	1837	1	3928	1	1825	1	2131	2	1779	1	2079	2	2005	2	1661	2	1708	1	1803	1	1823	1	1825	1	1966	1	5572	"606af11052b33817b79f2645"	"-"	"Forced3Forced3Forced2Forced4Forced4Forced4Forced2Forced1Forced3Forced4Forced4Forced4Forced4Forced2Forced4Forced4ForcedFeedback"	"-420"	2	1	1	2	2		1	T	64	39	37	65	51	51	77	88	32	40	39	7	23	7	6	11	14	36	1	16	33	58	278	9	25	14	3	580		2021-04-23 15:08:25	T	F	17	17	1	0	1.42	27
204			"base"	"interview"	2021-04-23 14:58:41	14	1	1165	3	2	4	3	3	4	2	3	2	2	4	4	3	4	3	4	3	2	3	2	2	2	2	4	1	1	1	3	1	1	1	2	4	4	4	4	1	4	1	1	2	3	2	2	1	3	2	2	4	1	3	4	3	3	4	3	4	3	2	1	4	4	3	4	1	4	3	4	4	1	3	3	2	3	1	3	4	3	1	3	1	1	2	2	1	5573	1	3630	1	3031	1	2843	1	2427	1	2528	1	2458	1	2630	1	7903	1	2702	1	2534	1	2493	1	2306	1	2507	1	2414	1	2460	1	3641	1	2419	2	3380	2	2604	1	2338	2	1833	2	1920	2	1862	1	2050	2	1848	1	1953	1	1877	1	2552	1	1918	1	1769	1	1765	1	1917	1	1627	1	1750	2	1663	1	1620	1	1898	2	2095	1	1701	1	1848	1	1954	2	1959	2	1644	2	1759	1	2248	2	1705	2	2410	1	1852	1	1902	1	2095	1	1753	1	1691	2	1814	2	1835	1	1979	2	1743	1	2091	1	1796	2	1626	2	1666	2	1774	1	1734	1	1839	2	1939	2	1769	2	1781	2	1658	2	1911	2	1993	1	2016	1	1684	2	2079	2	2352	1	5892	2	1778	1	1745	1	1871	1	1866	1	1726	1	1704	1	1788	2	1675	1	1779	1	1756	1	1587	2	1629	1	1800	2	1629	1	1797	1	1634	1	1806	2	1724	2	2089	1	1613	1	1811	2	1625	1	1807	1	1668	2	1748	"5e8468e8f23c86000a1b9b1b"	"-"	"Forced4Forced2Forced1Forced3Forced4Forced2Forced2Forced2Forced1Forced2Forced2Forced2Forced1Forced2Forced2Forced4ForcedFeedback"	"-380"	2	5	3	2	3		1	T	22	73	44	47	86	85	32	31	72	60	17	2	17	4	16	29	3	13	3	13	20	18	222	8	19	15	3	422		2021-04-23 15:05:44	T	F	17	17	1	0	1.72	52
205			"base"	"interview"	2021-04-23 14:58:41	23	3	1910	4	4	2	1	4	1	2	4	1	3	3	3	3	1	2	2	1	3	1	3	3	4	2	1	4	3	2	1	1	2	1	2	1	2	3	1	1	2	4	2	4	2	4	3	2	3	2	2	4	3	2	2	1	2	4	3	3	1	4	4	2	3	4	1	1	3	3	4	1	1	4	1	4	1	1	3	3	2	4	4	3	3	2	2	1	6317	1	6093	1	4802	1	7228	1	8728	1	5363	1	4783	1	7225	1	4269	1	4479	1	7950	1	4136	1	4389	1	4357	1	3908	1	5065																																																																																																																																																																									"5f981d91e9df660765af173b"	"-"	"Forced4Forced2Forced1Forced1Forced2Forced2Forced2Forced3Forced2Forced2Forced4Forced2Forced1Forced2Forced4Forced2ForcedFeedback"		2						1	T											101	27	40	6	21	58	9	22										284		2021-04-23 15:03:25	F	F	6	8	0	0	0.83	6
